Report_ID,Source_File,Report_Type,Year,Date,Country,Function,Employer,Occupation,Body_Part,Nature_of_Injury,Time_in_Service,Cause,Activity,Mode_of_Operation,Point_of_Release,Process_Safety_Fundamental,Primary_Life_Saving_Rule,Secondary_Life_Saving_Rule,Rule,Narrative,What_Went_Wrong,Corrective_Actions,Causal_Factors,Source_Severity_Category,Potential_Consequence_Heuristic,Hazard,Barrier,Barrier_Failure,SIF_Label,SIF_Reason,Data_Quality,Potential_Consequence,Life_Saving_Rule,Secondary_LSR,Annotation_Status,Annotation_Confidence,Reviewer_Notes
2024_2024pfh_1_2__110,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,14 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Relief, Vent and Discharge Systems: Flare and atmospheric vent systems (intended discharge location)",We sustain barriers.,,,,A pilot operated PSV on the bulk separator and the heater treater froze and malfunctioned causing fluids and gas to release.,? PSV pilot line froze in weather event.,N/A BARRIERS: Hardware Barrier Failures: Process Containment,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__111,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,16 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",We sustain barriers.,,,,Operator pulled onto location finding oil tank load line valve had failed due to freezing.,? Valve failure due to freezing.,N/A BARRIERS: Hardware Barrier Failures: Structural Integrity,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature 70,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__112,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,15 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Relief, Vent and Discharge Systems: Flare and atmospheric vent systems (intended discharge location)",We sustain barriers.,,,,A pilot operated PSV on the bulk separator froze and malfunctioned causing a release of oil and gas.,? Freezing in pilot valve.,N/A BARRIERS: Hardware Barrier Failures: Process Containment,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__113,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,18 Jan 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,We respect hazards.,,,,Operator found the tank had released liquid to the impermeable containment due to a broken hammer union on the dump line caused by freezing weather.,? Freezing Weather,N/A BARRIERS: Hardware Barrier Failures: Structural Integrity,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature 71,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__114,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,17 Jan 2024,USA,Production,,,,,,,Production operations,Normal,"Relief, Vent and Discharge Systems: Flare and atmospheric vent systems (intended discharge location)",We respect hazards.,,,,Operator discovered a check valve on the main water line had failed due to the freeze causing fluids to back feed into the separator filling it up and out the Pilot operated PRV.,? Water line froze.,N/A BARRIERS: Hardware Barrier Failures: Process Containment,PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__115,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,20 Jan 2024,USA,Production,,,,,,,Production operations,Normal,Piping in Process and Utility Systems (excluding subsea) : Piping joint,We sustain barriers.,,,,Operator arrived on site and noticed gas venting from a broken nipple on the glycol pump.,? Nipple on dehydration pump failed due to vibration and freezing temperatures.,N/A BARRIERS: Hardware Barrier Failures: Structural Integrity,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Work Place Hazards: Storms or acts of nature 72",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__116,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,23 Feb 2024,USA,Production,,,,,,,Production operations,Normal,Breaking Containment Locations: Piping/valve (inadvertently left) open to atmosphere,We apply procedures.,,,,1/2” bleeder valve found open below the level transmitter on the oil tank.,? Failure to follow written procedure.,"N/A BARRIERS: Human Barrier Failures: Operating in accordance with procedures – PTW, Isolation of equipment, Overrides and inhibits of safety systems, Shift handover, etc.",PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group),Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__117,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,15 Mar 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank overflow,We stay within operating limits.,,,,Operator found that the facility was shut down and noticed oil releasing from oil tank. Operator closed the manual block valve positioned upstream of the control valve and shut down valve to prevent flow coming into the facility.,"? Automated high, high call was not received. High, high critical alarms just sent a text message instead of a call out.",N/A BARRIERS: Hardware Barrier Failures: Detection Systems,PROCESS (CONDITIONS): Protective Systems: Inadequate/defective warning systems/safety devices 73,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__118,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,31 Mar 2024,USA,Production,,,,,,,Production operations,Upset,Tanks and Sumps/Pits: Atmospheric tank overflow,We sustain barriers.,,,,Technician discovered overfilling tanks. The cause of the spill was a result of power loss leading to alarm and communication failure.,"? Facility logic and critical fluid level instrumentation not functioning properly or reading accurately Facility ESD Valve was in manual mode and not automatic, manual mode was a simple “switch” which is easily missed Manufacturer updated firmware on control panel which experienced numerous faults within the update",Implement a software review and testing for all software updates prior to deployment. Confirm software updates have been correctly implemented at other sites. Engineering review and Install level override functions in storage tanks to prevent overflow incidents and implement regular maintenance and testing procedures for these systems. Add locking mechanism to ESD valves so that manual mode requires additional operator intervention to switch into manual. BARRIERS: Hardware Barrier Failures: Detection Systems Hardware Barrier Failures: Protection Systems – including deluge and fire water systems Human Barrier Failures: Acceptance of handover or restart of facilities or equipment,PROCESS (CONDITIONS): Protective Systems: Inadequate/defective warning systems/safety devices PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__119,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,30 Mar 2024,USA,Production,,,,,,,Production operations,Normal,"Relief, Vent and Discharge Systems: Flare and atmospheric vent systems (intended discharge location)",We sustain barriers.,,,,Operator found the water dump valve washed out on the bulk vessel sending gas to the skim tanks and causing gas to escape out of the tank vent.,? Control system failure. 74,N/A BARRIERS: Hardware Barrier Failures: Process Containment,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__120,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,12 Apr 2024,USA,Production,,,,,,,Production operations,Normal,"Piping in Process and Utility Systems (excluding subsea) : Valve (body, stem, plugs)",Not applicable.,,,,Operator discovered an NGL leak occurring in the product storage area due to a compromised valve.,? After further investigation it was determined the leak was occurring from the body of the valve.,N/A BARRIERS: Hardware Barrier Failures: Structural Integrity,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2024_2024pfh_1_2__121,2024pfh (1)(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2024,01 May 2024,USA,Production,,,,,,,Production operations,Normal,Tanks and Sumps/Pits: Atmospheric tank overflow,We respect hazards.,,,,Technician discovered a release at station due to tank overflow.,? Facility inlet shutdown valve did not function as designed due to undetermined internal failure. Lack of proper UPS systems to allow for critical equipment to operate when power loss is received at the facilities. Operations readiness review of facility prior to startup could have identified equipment and design deficiencies prior to operations assuming custody. Operations delayed response to facility alarms worsened the incident magnitude. 75,"Define clear responsibilities and expectations for on-call personnel when receiving alarm notifications. Engage with engineering teams to reassess the system design and identify any potential flaws. Address design issues promptly to prevent similar failures in the future. Conduct a thorough review of the emergency shutdown valve’s configuration. Implement necessary adjustments or updates to ensure proper operation. BARRIERS: Hardware Barrier Failures: Shutdown Systems – including operational well isolation and drilling well control equipment Human Barrier Failures: Response to process alarm and upset conditions (e.g. outside safe envelope) Management System Element Barrier Failure: Asset design and integrity Management System Element Barrier Failure: Monitoring, reporting and learning","PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Organizational: Inadequate communication",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
